Department,Designation,Experience,CollegeTier,Salary
Operations,Senior Dev,1,Tier 2,718375
Sales,Associate,19,Tier 3,1552026
Support,Analyst,6,Tier 1,842013
Marketing,Lead,9,Tier 3,1225754
Finance,Intern,0,Tier 2,202577
Finance,Manager,0,Tier 2,995282
Operations,Manager,1,Tier 2,1078436
Sales,Lead,19,Tier 1,2294124
Operations,Analyst,3,Tier 1,601115
HR,Senior Dev,19,Tier 2,1895345
HR,Senior Dev,0,Tier 3,604077
HR,Senior Dev,0,Tier 2,642055
Marketing,Director,13,Tier 1,2464747
IT,Analyst,4,Tier 2,575978
Finance,Manager,12,Tier 1,2012615
Operations,Associate,12,Tier 2,1253863
Operations,Lead,1,Tier 1,950031
Operations,Analyst,5,Tier 2,672733
Operations,Associate,0,Tier 2,421760
Sales,Associate,10,Tier 2,1103714
Marketing,Director,2,Tier 2,1472986
Sales,Lead,4,Tier 3,914944
HR,Director,6,Tier 2,1728907
Marketing,Analyst,10,Tier 3,919538
Operations,Analyst,19,Tier 1,1828505
Sales,Manager,9,Tier 2,1585629
IT,Manager,11,Tier 2,1708958
Finance,Lead,7,Tier 3,1106940
HR,Manager,3,Tier 2,1190872
Support,Associate,17,Tier 3,1407257
IT,Director,10,Tier 3,1789622
Finance,Senior Dev,8,Tier 3,1058837
Marketing,Lead,18,Tier 1,2210407
IT,Senior Dev,14,Tier 3,1437654
Operations,Senior Dev,15,Tier 1,1900748
HR,Senior Dev,15,Tier 1,1866376
Finance,Analyst,18,Tier 2,1536676
Marketing,Analyst,6,Tier 1,818762
Finance,Associate,4,Tier 3,613196
Marketing,Intern,16,Tier 2,1299439
Finance,Director,7,Tier 3,1631916
Operations,Manager,0,Tier 3,898225
Finance,Analyst,14,Tier 3,1142275
Operations,Manager,17,Tier 1,2420538
Finance,Associate,9,Tier 2,1035639
Support,Manager,3,Tier 3,1078708
Marketing,Intern,3,Tier 3,406908
Marketing,Director,12,Tier 2,2083425
Sales,Associate,1,Tier 3,466015
Finance,Associate,0,Tier 3,404258
HR,Senior Dev,8,Tier 1,1371739
Operations,Intern,2,Tier 1,422216
Finance,Associate,6,Tier 3,786956
HR,Analyst,9,Tier 3,859984
IT,Manager,9,Tier 1,1782884
Sales,Analyst,8,Tier 2,865563
Sales,Intern,14,Tier 3,1026142
Support,Analyst,2,Tier 1,544592
Finance,Associate,4,Tier 2,687928
Sales,Manager,8,Tier 1,1722862
Operations,Senior Dev,6,Tier 3,934663
Finance,Intern,11,Tier 1,1103648
Support,Associate,8,Tier 2,966549
Marketing,Associate,1,Tier 3,433262
HR,Director,8,Tier 2,1869259
Finance,Associate,16,Tier 2,1519472
Operations,Associate,18,Tier 2,1617131
IT,Associate,5,Tier 3,677972
IT,Director,1,Tier 2,1393032
HR,Analyst,13,Tier 2,1176595
Support,Lead,3,Tier 2,984926
HR,Senior Dev,7,Tier 1,1279457
Finance,Intern,3,Tier 3,357727
Marketing,Lead,3,Tier 1,1123693
